State,District,Latitude,Longitude,District code,Population,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Male_Workers,Female_Workers,Non_Workers,Agricultural_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Rural_Households,Urban_Households,Sex Ratio,Literacy rate
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,856350,626997,488596,242844,245752,495794,247472,248322,748939,574728,1417572,484912,2399901,275970,15422,1377,25510,617,597466,220248,100.14931399528476,54.112282803506005
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,1338474,972486,583135,292379,290756,154127,78573,75554,1208544,827622,2044982,879537,3599372,443456,20463,932,341,1417,902997,341431,97.68262940816035,56.62524368143473
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,1484794,1183084,785760,389582,396178,159165,79756,79409,1202223,731134,2240707,748093,3737588,397870,24129,867,253,1322,907970,395900,99.69648895514504,63.915598802509976
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,1716933,1571644,945269,468883,476386,213195,104422,108773,1545831,547850,3060615,1122046,4983330,77777,77825,738,413,4149,1199479,406362,100.58061523422299,63.80264152466215
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,1634726,1325715,957407,476333,481074,247089,125105,121984,1442370,939254,2506189,1227956,4217597,559770,89763,764,323,3282,1069877,513113,100.27744075957553,60.56780404651324
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,1542688,1349467,247927,124313,123614,48937,25556,23381,1045585,367712,2530026,23029,2046051,1713405,87522,11446,1268,19560,0,1066289,95.35181997200995,73.34309160066269
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,1257238,949591,709757,352481,357276,106745,53495,53250,1049463,827305,1899501,756859,3491139,244723,24979,2086,332,312,877236,288044,100.77993407060826,58.43940143035361
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,901640,728594,462896,229905,232991,765565,378532,387033,802906,607156,1387308,804537,2595321,158887,33463,655,217,459,669262,201363,101.10669538486314,58.27738196949277
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,1598959,1410759,871063,435412,435651,132464,66734,65730,1327299,721581,2468518,1006976,4023678,307043,145598,1393,863,6320,909292,567042,99.2347097414411,66.62503503122815
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,1246369,880792,737945,370215,367730,82831,42052,40779,1164122,865303,2024038,1037302,3328380,670737,33165,737,255,2235,783853,306982,98.77448660693489,52.47762222080231
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,1158386,782260,708954,356099,352855,364269,187035,177234,1140067,942434,1970527,931084,3673456,334172,21345,658,290,388,848963,161052,97.67146283675366,47.881386459703705
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,953406,683731,537947,266413,271534,168985,86574,82411,837874,604329,1591085,571129,2637313,342449,34301,1309,554,457,593653,195479,99.1614085080399,53.972356070376435
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,1160757,840262,637385,318359,319026,394279,203876,190403,976428,765265,1747116,863131,3249231,188646,35025,937,241,250,833504,197433,98.25346692639728,57.35536109887357
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,790214,599596,371074,178798,192276,192941,95679,97262,684320,576756,1290259,448281,2123426,391596,19653,2357,1847,542,565165,155133,104.00218767815863,54.47383428675576
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,1107686,796749,787861,397242,390619,151145,76677,74468,991842,708725,1696881,889218,3150195,220654,18775,266,97,204,873486,214089,98.12918862304085,56.054868242280676
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,857824,637557,255664,125214,130450,166118,81382,84736,766483,523805,1412826,700833,2666950,9025,18879,193,77,160,752752,149684,101.46362404582715,55.32067829917643
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,707503,530885,247728,121493,126235,235556,114687,120869,679289,478673,1186512,557254,2299129,16423,17853,380,114,815,592458,157056,101.85281327137774,52.82157106455435
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,1179790,885233,616102,307709,308393,530656,268976,261680,960926,744729,1806921,758092,3273755,197333,31377,1453,253,569,758738,288249,99.65974736270101,58.78941836418628
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,1379223,1273166,811698,403693,408005,109072,53367,55705,1199338,573774,2163854,1061787,3733191,86142,109120,288,209,1578,1007255,248373,100.36286501523219,67.37139716218022
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,44027,29147,0,0,0,53878,27061,26817,39329,23637,85260,4208,47683,2134,35969,94,50381,95,33422,6498,92.63138743047253,49.3665079000985
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,21599,16850,0,0,0,72400,35266,37134,16424,15286,46980,1063,12333,652,37136,36,452,23,14503,5215,102.94003868471953,48.861354682933026
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,34210,28366,0,0,0,69979,34533,35446,23591,16631,58992,3565,27854,2289,18254,69,776,30,19497,9524,97.96871258679862,63.07174390710988
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,20258,16348,0,0,0,90764,44459,46305,18429,19615,54032,2947,4859,471,51189,43,121,81,18603,1092,103.17754534622003,39.756288283591815
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,48380,34682,0,0,0,47410,23457,23953,38910,22035,84781,7789,99020,3846,10684,210,24452,104,33599,11372,91.1887799950145,56.998751080795465
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,18087,13762,0,0,0,25974,12649,13325,14102,8224,31754,3354,28915,2247,9213,33,2932,19,12000,3950,92.77795601183473,58.89238165680474
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,29470,24587,0,0,0,72911,35803,37108,17339,12863,52828,1968,9551,1482,34402,27,193,13,18112,5365,98.43223478240088,65.1053835962905
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,65794,55254,0,0,0,117216,56469,60747,41263,24509,110801,1859,57027,6148,84397,310,4768,139,20308,30180,97.99174721356327,68.55408244748631
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,17720,8353,0,0,0,34811,16770,18041,19554,9007,21416,1581,11842,787,776,1164,34920,72,10730,2452,71.44180302562519,52.169998199171616
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,29313,18661,0,0,0,98372,49365,49007,27545,22624,61806,1811,20682,1103,83361,61,778,43,18420,6500,94.38754253176863,42.843491850859564
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,10723,7472,0,0,0,28468,14413,14055,9968,7676,17676,804,5261,411,5643,27,2577,7,8569,2182,88.88710626236697,51.514722536806346
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,24807,20471,0,0,0,78323,38570,39753,17898,15472,50078,1846,13474,521,8779,28,297,11,14542,4672,99.8371569519613,54.25893969897421
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,29566,18926,0,0,0,46380,22771,23609,28313,14180,41454,1705,31265,1970,8466,328,36087,71,17889,6306,81.8806196511754,57.76501840446948
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,36777,27969,0,0,0,92783,45746,47037,29156,20021,63097,1384,15881,2218,29969,577,3311,49,22272,8503,93.01677898500894,57.66784829969539
Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,499038,398020,95320,49165,46155,27344,13530,13814,445297,116527,1131798,98946,492966,1198036,1020,112,49,399,447189,52192,95.3418900028143,52.9668367557814
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,237114,196964,82784,42513,40271,18835,9377,9458,197542,58264,482998,47406,359145,371033,5924,384,236,871,181923,38470,96.58558131861699,58.75414859692151
Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,639946,534182,264897,136051,128846,17569,8736,8833,469752,138310,1128555,68664,1038985,654816,37635,280,341,1673,346227,88933,95.94362529392384,67.61007176596797
Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,268666,218373,40260,20566,19694,8419,4300,4119,246864,77979,603657,81617,327322,597392,1688,431,57,724,268517,20189,95.36140281480328,52.4543887991384
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,237761,185267,44225,23006,21219,325560,165449,160111,186577,130223,369333,19181,655052,13475,8711,297,911,167,211758,16504,95.34091200259644,61.65393589872517
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,491361,393170,58876,30517,28359,102871,51835,51036,368013,192544,765778,61209,1198401,64526,52968,2261,4673,1055,299852,77163,96.07751827968436,66.68986342062902
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,304302,259275,45094,22999,22095,231570,116013,115557,267118,95455,645610,75828,347878,579929,77862,771,194,477,228610,39504,96.4151009561809,55.90026810608788
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,396475,325289,62298,31807,30491,111765,56420,55345,309104,170824,586960,66616,917426,90312,50582,1131,3863,530,292893,34190,96.42205533902471,67.6513373475004
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,226836,180530,70659,36369,34290,691,354,337,170792,43448,445056,31248,251194,397653,8480,84,490,247,159215,16202,95.12148924206103,61.78802844245984
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,432335,362594,88665,45194,43471,139971,70795,69176,320746,177872,593638,53153,1008219,54684,21051,1540,2378,719,286330,80824,96.16490512836631,72.7786343128351
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,550219,445100,107827,55237,52590,182038,92094,89944,428492,200462,888588,99522,877495,601784,33297,319,185,1330,390596,43849,94.94130084872589,65.58757517090137
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,314253,242961,44961,23436,21525,538738,272460,266278,246193,137248,572872,60952,766000,20290,157789,370,6260,397,215691,37185,95.09942529790867,58.26690633715113
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,435942,359355,157890,81384,76506,1940,994,946,319798,79373,829515,67033,521962,692489,11990,114,446,524,261945,32695,96.31836948602253,64.72744053403392
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,275220,214085,29570,15386,14184,278665,139579,139086,236322,104809,546011,56330,529068,252271,101091,93,1718,396,204896,17115,95.87816429494043,55.15520626912039
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,375552,307934,81840,41689,40151,249426,126716,122710,282250,147745,612142,43922,797130,193476,46217,412,1074,250,293239,34694,96.7506428482425,65.58504304136596
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,921850,788866,266350,136473,129877,115153,57759,57394,766728,213270,1843770,196174,1225246,1563203,26844,3036,1073,1162,674999,124186,96.21599986658438,60.582739091880065
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,293184,238587,60216,30654,29562,23364,11692,11672,210202,57421,504016,34984,491582,277488,429,62,27,1004,210706,28238,94.85538097907607,68.91447943921963
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,620525,488047,109130,55817,53313,232207,117685,114522,537195,233411,1153504,114865,1422824,350536,138166,1363,5088,1003,483325,64528,95.55871304517514,57.614793333021495
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,453449,344873,37688,19443,18245,82066,41769,40297,366623,190573,770733,47756,1181347,48373,76877,1999,16228,837,290704,90910,95.2173599850639,60.11782256430879
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,727643,468125,382654,198247,184407,38848,19887,18961,708391,361502,1741676,691947,1593525,1207442,4116,371,187,1910,659061,44213,92.13459957507963,42.530274021373835
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,868733,597269,612064,316161,295903,1033,500,533,599157,238613,1702303,426096,2291133,237353,2218,295,334,775,428291,49006,92.6218108356513,57.71495543632014
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,1430936,1072901,539368,277228,262140,143366,73876,69490,1015864,559215,2126203,396630,2545438,786677,15991,5142,309093,30981,551789,427343,92.32744201127687,67.64783121091557
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,868733,597269,612064,316161,295903,1033,500,533,599157,238613,1702303,426096,2291133,237353,2218,295,334,775,428291,49006,92.6218108356513,57.71495543632014
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,1430936,1072901,539368,277228,262140,143366,73876,69490,1015864,559215,2126203,396630,2545438,786677,15991,5142,309093,30981,551789,427343,92.32744201127687,67.64783121091557
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,590961,374360,247858,129663,118195,90432,45901,44531,517817,253263,1263683,462614,1772655,250925,6138,139,113,94,425604,18492,90.67441947635737,47.44144649770023
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,918507,630166,432270,227481,204789,1597,848,749,715345,222837,2032359,430870,2554330,407348,2209,402,229,276,594377,139248,89.4888560019392,52.13437552284247
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,937669,635397,318569,169667,148902,67180,35545,31635,740056,243472,2054238,475228,2487866,537098,3556,415,180,1050,522527,130634,88.01977887715445,51.78364627163514
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,973486,625665,425402,222716,202686,13977,7363,6614,640283,182210,1905914,364875,2518216,197819,2165,544,647,1472,434559,77368,90.74700429256562,58.61116028510409
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,593544,396263,251737,131821,119916,26824,14102,12722,402180,136142,1168030,251790,1591454,105423,2125,248,5090,97,299252,35405,92.16173391878392,58.00719898356259
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,1125566,691068,615688,322327,293361,2772,1361,1411,947927,275713,2713745,642115,3042729,881476,3534,832,245,236,907174,95539,91.13992627972829,46.138084032930486
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,1368803,928810,1334351,683943,650408,3098,1635,1463,1076170,587892,2727356,783505,3876395,488121,3943,913,870,1723,696289,111282,93.74763408610207,52.32052608064184
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,793905,589093,320064,159265,160799,60807,29833,30974,539586,188615,1833811,338666,2119262,436057,2463,271,167,133,515925,38133,102.10465532719186,53.98093373489273
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,534385,324203,302649,155849,146800,78793,40185,38608,452288,275283,1032834,331466,1525746,217621,8443,162,159,87,325909,30851,92.17052520347923,48.77218594584769
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,374412,244469,222974,115034,107940,1285,667,618,266423,98955,759935,179519,1045117,75742,691,148,248,60,186660,28132,92.17001205638151,54.99634323961422
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,762256,517934,263100,136429,126671,179971,92190,87781,760522,253044,2057463,672291,1684589,1365645,8659,2754,212,507,668232,69838,91.88774266915767,41.68602771253544
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,461153,306875,247161,130191,116970,675,352,323,398216,162589,1106081,325731,1486989,175588,1253,143,79,86,373696,21007,88.6074230639544,46.07561644887533
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,439921,305135,113118,57964,55154,64224,32506,31718,421192,107872,1161336,321867,531236,1149095,5783,398,183,1476,401793,43357,94.97791157710186,44.07572172266919
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,305182,202088,153209,80069,73140,8333,4247,4086,240494,86082,674336,159970,956396,40886,487,140,52,78,175882,31763,90.16272596870874,50.68077912943396
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,517666,316911,346275,179337,166938,12532,6442,6090,496046,281500,1224216,484062,1753829,241760,1342,170,60,133,486278,24000,91.0882346483587,41.692119242946966
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,1340085,815253,587158,303389,283769,3990,2056,1934,1105947,530991,2850441,940642,3652168,818912,3262,564,328,442,1047552,41234,92.6481756638116,48.03111125670464
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,473741,328076,183846,97195,86651,21404,10995,10409,327453,99205,941107,196449,1252319,110416,1815,338,95,145,222281,85782,87.61153350771768,58.62242417374329
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,1487117,1022115,751975,393135,358840,5979,3124,2855,1195308,352278,3253476,769001,4032773,745546,5149,933,288,382,998694,120700,89.95322249640653,52.264103233826184
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,919558,600375,607672,315240,292432,1442,728,714,703405,342015,1832233,534021,2669775,198033,1978,393,414,561,514141,102522,92.22028509211387,52.818494794195125
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,659474,431538,565112,290050,275062,2045,997,1048,539439,277602,1402105,397505,1964620,244394,1299,250,176,279,379551,45323,93.86809100979498,49.163597167559054
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,1091226,668255,553944,289191,264753,250046,127680,122366,999282,479665,2456095,998833,3047427,865090,8469,926,1337,296,839514,96620,90.91858270543543,44.713144103671574
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,2028047,1431632,920918,482088,438830,9069,4717,4352,1436411,445475,3956579,658203,5356075,439952,12551,4803,1062,2151,657991,552103,89.65217611625357,59.25665393215511
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,1407603,869354,649726,340363,309363,12461,6454,6007,1260774,476765,3361832,1057417,4086453,990349,4865,668,878,464,1142260,101565,90.18923925736487,44.65172273207813
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,805261,527065,390991,203201,187790,139490,71391,68099,803275,340043,2121301,745015,1989420,1255641,7989,614,353,1450,712847,85749,92.10760458287483,40.81107167482637
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1061783,738049,549546,286596,262950,31650,16399,15251,707939,216940,2035039,405544,2645415,300487,2889,2569,1584,252,512383,95678,91.7609193376809,60.806819648382145
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,506374,298622,317249,164518,152731,6009,3101,2908,456724,193174,1250763,356833,1629254,266620,1292,197,60,109,432651,38046,90.60474902073258,42.35347597493714
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,1293575,849305,803128,417944,385184,1884,975,909,1037576,305824,2918166,721629,3800598,452370,2126,554,292,231,1012979,43486,91.10135726274807,50.28386278659066
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,1285767,871687,474066,242976,231090,36786,18322,18464,857660,182571,2911631,493461,3534772,406449,2330,371,229,322,701323,76299,95.36390021657873,54.59335371528662
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,196431,132245,131115,67582,63533,617,305,312,151569,73086,411687,109696,596102,37653,313,75,41,43,108293,24345,92.98120051070076,51.65084184290837
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,171645,112053,96655,51089,45566,318,177,141,166693,49679,439874,136334,552492,99342,522,216,73,52,158484,7516,89.29827243540743,43.23043492836528
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,885188,551606,405714,213624,192090,2989,1585,1404,865929,248654,2308991,635907,2672311,740101,2897,261,253,188,807294,49670,89.85554986213796,41.96766303284229
Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,1115906,814269,386685,195965,190720,87000,43472,43528,730396,202020,2398048,376344,2712635,608282,2618,369,407,359,632514,41858,98.82298861553707,57.95513778260326
Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,647672,385611,354249,182545,171704,10168,5242,4926,551718,325964,1351394,554271,1809936,409251,3758,271,136,546,572287,27815,92.94631704958871,46.35476762568885
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,1152576,774164,738031,387827,350204,2274,1232,1042,858648,201696,2434677,502637,3152346,333980,2203,707,362,246,699317,51494,89.47978758874187,55.12813799974307
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,465346,340092,199086,106356,92730,0,0,0,328159,75977,651314,1687,852574,51447,8720,138329,1160,1960,8911,289456,81.76636017793454,76.31228385996495
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,382335,268528,37963,18815,19148,931780,456841,474939,404364,322167,686668,287828,1277975,12413,27951,2099,985,3466,316425,54894,102.32287787746945,46.05600485140451
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,155599,132021,98989,50271,48718,10693,5485,5208,111543,94328,176085,4138,371973,6984,236,2387,113,10,152458,11987,98.14695690066611,75.3018672307805
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,932474,664086,552992,281221,271771,498469,248172,250297,715467,487730,1460432,572292,2540763,57973,20745,6373,2979,2357,549632,188174,97.07607574576012,59.939278330428145
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,155599,132021,98989,50271,48718,10693,5485,5208,111543,94328,176085,4138,371973,6984,236,2387,113,10,152458,11987,98.14695690066611,75.3018672307805
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,932474,664086,552992,281221,271771,498469,248172,250297,715467,487730,1460432,572292,2540763,57973,20745,6373,2979,2357,549632,188174,97.07607574576012,59.939278330428145
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,303924,242909,58581,28887,29694,207633,102058,105575,226382,176513,396886,182602,777188,10425,2644,1196,667,3612,168689,41792,101.00201811021445,68.37284206551544
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,1284612,1018766,458040,229067,228973,397416,196008,201408,921729,575076,1847067,560415,3129745,83499,24304,24276,19587,17209,533448,349741,98.79139243125115,68.88355774383709
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,280656,214759,48844,24317,24527,530378,262731,267647,263645,223715,364309,197558,629509,15336,189588,474,467,694,205670,20722,100.51206953786607,58.16989933882765
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,433391,315368,124679,63446,61233,493559,246323,247236,333329,187857,685454,221806,1133176,30195,21059,3666,897,753,206598,126055,96.86906014700244,62.05322217065571
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,229923,167900,54776,27682,27094,304280,152659,151621,185483,121588,351846,94648,604259,25878,9398,1391,84,1155,121852,59763,96.84618073293362,60.375282471085136
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,364089,273874,139581,68968,70613,279896,137339,142557,291858,207402,533494,278073,1008061,12570,5284,2941,521,1495,274793,35774,101.72276728773535,61.772987565286606
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,542756,408883,224942,112111,112831,505609,250473,255136,429211,260956,803817,323788,1422986,17332,47653,2117,781,409,354278,66638,99.1240580158288,63.6980717330306
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1059692,880302,134952,67980,66972,305125,153657,151468,753843,319126,1561231,191182,2239370,227465,17452,7477,121791,12260,581868,377160,95.94672498502989,73.64642016551515
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,542756,408883,224942,112111,112831,505609,250473,255136,429211,260956,803817,323788,1422986,17332,47653,2117,781,409,354278,66638,99.1240580158288,63.6980717330306
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,1059692,880302,134952,67980,66972,305125,153657,151468,753843,319126,1561231,191182,2239370,227465,17452,7477,121791,12260,581868,377160,95.94672498502989,73.64642016551515
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,1493158,1136591,724250,362284,361966,476446,235271,241175,1099964,657700,2306208,708993,3881485,103038,23181,16707,8397,17137,673499,395001,98.41323004844287,64.71042887177549
