State,District,Latitude,Longitude,District code,Population,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Male_Workers,Female_Workers,Non_Workers,Agricultural_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Rural_Households,Urban_Households,Sex Ratio,Literacy rate
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,233900,165886,115544,56987,58557,392820,190506,202314,193515,161834,377761,162932,580300,2138,148895,82,290,47,218446,24489,103.67278334189946,54.53288046814257
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,579970,509295,309780,155531,154249,9484,4748,4736,386382,80508,973471,143864,1386792,50247,1423,169,62,52,414749,23494,100.65936301047347,75.62444414976524
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,957515,792421,297472,151528,145944,115051,59094,55957,645880,146313,1459480,116274,2147632,84060,12527,1264,475,476,331834,356895,92.92276742147666,77.7171463174271
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,340843,227247,196540,96789,99751,697583,337373,360210,384053,309353,686241,290626,1294151,8850,68550,518,219,491,381789,78339,103.24524277079415,41.17647485190052
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,147001,97705,138295,70052,68243,354614,171717,182897,170495,140171,302526,106353,600219,1871,10039,213,43,195,167884,15839,101.95768450451874,39.906913332202635
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,794171,575226,184682,92127,92555,1479576,730487,749089,697782,525752,1296204,568755,2113079,33706,15008,661,162,109,689110,64479,100.58206689470654,54.34680113567363
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,392333,296029,136399,69813,66586,58691,29173,29518,284591,59042,619156,120129,955754,5278,383,107,33,24,261646,26688,91.54795915931211,71.49666230087797
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,180903,118480,82159,40742,41417,206327,100469,105858,168155,137283,304944,149834,601092,4952,1778,724,76,905,197258,11869,102.13867970141939,49.048464731921975
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,704857,587082,325133,164366,160767,6129,3240,2889,498461,123215,1077054,163942,1644905,46094,4239,193,243,94,402014,72210,96.2987358154799,76.05322799974098
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,241959,165776,139514,68068,71446,541905,259040,282865,258032,209090,500789,248175,874445,4607,84916,219,249,123,237343,49205,105.08326976862446,42.125257384201646
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,393192,310499,191827,96511,95316,355261,177565,177696,313161,192679,535259,160798,964188,20120,50637,2506,310,86,220697,94798,97.5981111340977,67.59117048426711
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,750147,592175,191660,96465,95195,1062349,526856,535493,584687,288540,1220210,253327,1532352,71391,385011,5713,710,721,387911,230151,97.28058412265219,64.12048702683673
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,79903,75013,35348,17206,18142,0,0,0,53139,15162,131921,13077,152638,28835,18391,46,63,54,35618,33715,104.70713329039249,77.3721169501853
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,16610,19860,144,77,67,0,0,0,9093,2709,30014,82,27940,12856,958,3,21,14,0,12110,118.44016089432168,87.21541993495313
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,19919,19355,8427,4100,4327,0,0,0,14047,2713,38866,3324,53537,1191,873,3,1,4,0,15519,103.75077835976705,70.60367454068242
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,932981,751789,770864,405977,364887,0,0,0,735195,182661,1572800,121599,690939,12502,54344,1716935,876,3152,275477,385476,88.9139022214671,67.6436248120977
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,488261,356607,450473,236936,213537,0,0,0,432988,116998,838539,128382,380569,16299,2474,984286,246,1266,218159,137563,86.8313515797292,60.84643776669487
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,215767,165518,240328,126567,113761,0,0,0,185049,36506,395953,54058,141363,3125,1227,469789,155,1109,99946,58917,89.03055367632878,61.745758759400694
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,238696,187337,192493,101882,90611,0,0,0,182777,32006,385380,21389,152851,16808,1698,427521,48,178,117559,57337,87.08614535762715,70.98621541147988
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,707070,520441,855726,445461,410265,0,0,0,596406,160289,1272379,227971,906408,6844,19358,1090815,454,1143,348522,153868,89.3434063960091,60.49611793359927
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,907660,727059,580576,304894,275682,0,0,0,637652,119486,1541185,100684,1074332,27667,176587,1002874,405,580,420860,185488,89.53412330521509,71.12659969899792
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,637927,561772,557504,284322,273182,0,0,0,412506,87316,1086803,74362,1000743,23089,14968,538208,3476,2034,422673,128592,96.10793800684007,75.61326715512487
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,882581,739956,854444,442124,412320,0,0,0,639484,134988,1419118,66664,1394329,30233,26016,718363,11385,4011,330339,377791,91.54461492249027,73.96719532820627
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,316254,260313,276707,143901,132806,0,0,0,235562,48603,531003,42387,336124,10190,5445,453692,6662,553,165433,95770,91.21439512468596,70.72983728507498
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,1428348,1131877,923358,487839,435519,0,0,0,1053600,231222,2213917,98646,1502403,77713,16517,1863408,2007,19620,395032,641789,87.31711260638093,73.17564985556224
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,244037,179523,258878,136311,122567,0,0,0,230739,97773,441239,90367,156539,10375,917,598443,123,1577,145603,50786,88.32658074239355,55.025586196055606
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,348549,279340,363417,192418,170999,0,0,0,292379,66793,636574,82397,158414,9388,3277,818921,178,436,214295,74144,89.33411925768178,63.057145095235136
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,300401,224447,381554,200473,181081,0,0,0,272699,62627,566570,111014,254920,4333,1681,638625,240,744,149507,74650,89.62453376841273,58.19384940170485
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,711052,555739,465359,244503,220856,0,0,0,549661,110606,1235419,89123,783306,40043,5683,1059944,245,1914,299279,218090,89.09171070560048,66.82493830729351
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,278534,224197,180905,94334,86571,0,0,0,186910,46766,450951,21520,304481,14492,2094,361045,118,653,148162,60537,91.51209141642308,73.43137211941685
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,570413,431664,461609,244231,217378,0,0,0,485129,83629,1086411,91799,389410,179116,2406,1077438,268,3222,292156,156788,88.50960503582456,60.54227695177955
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,926268,600405,478027,243750,234277,63482,32408,31074,686149,367573,1529330,145523,2201663,314159,10605,6799,417,45614,409335,274919,95.08203778458332,59.10345591184382
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,1359829,822647,653036,342938,310098,289249,153397,135852,994171,714371,1965637,216772,3039279,547335,2696,64532,4384,13221,782294,212967,89.4858036973202,59.40037216477477
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,513854,315489,80091,40639,39452,1372999,690476,682523,482236,434338,880911,199370,1701234,48834,22250,427,138,22613,390437,39407,98.01455019752048,46.13907765572453
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,432607,260700,221184,114969,106215,276857,143094,133763,329754,222829,670172,185037,1133349,79984,1432,3066,84,2795,249184,69804,92.88029718666446,56.70040196114512
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,783461,404861,436414,228431,207983,176257,92610,83647,696240,506242,1401269,132696,2244882,321192,1157,450,157,34010,542825,55980,90.1905886099712,45.63884949060029
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,943910,536959,557305,296293,261012,54090,28705,25385,647198,423956,1477308,238894,2143046,371286,1576,23456,899,5758,479437,129697,87.97765920252323,58.108341423179944
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,777582,478544,407947,206332,201615,229273,117026,112247,674589,473576,1260358,163052,2224839,142427,1978,1468,183,35149,530015,145865,97.3008906102548,52.15337366510513
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,782399,496402,493646,259532,234114,7779,4207,3572,640572,345636,1377729,103833,2073356,235741,1901,20072,285,30850,335754,196179,90.51701280060219,54.09623860534354
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,371705,213339,210788,109333,101455,228549,119454,109095,314806,211285,584815,111388,1017688,66609,682,11059,144,13455,239836,63452,92.47799570309793,52.66368171564471
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,514851,306974,250224,126748,123476,201546,101893,99653,456632,346123,741583,123469,1413163,97855,1274,1515,252,25843,366780,88873,97.19039647790841,53.215358295917085
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,696729,452540,451721,235113,216608,11245,5903,5342,541404,361425,1136718,87983,1777879,249736,958,402,188,7104,344897,148996,93.97543953755114,56.34922852966859
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,596935,341116,354337,185349,168988,433344,228554,204790,398151,286344,949914,76277,1582335,45488,439,296,94,3737,361084,59610,90.53786079761059,57.39389589753849
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,435721,247377,245695,131875,113820,58594,31802,26792,339110,184102,683304,74342,1127520,72258,688,1356,92,2739,214670,58626,84.5821980365549,56.617400846735556
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,415820,265771,52267,26543,25724,983437,491631,491806,346624,294891,747037,184330,1340065,28662,830,240,226,16141,322816,31547,99.35221928066478,49.086458411352254
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,710908,482435,720412,376734,343678,13477,7160,6317,596320,316352,1056496,230438,1437144,50688,2077,474853,938,1988,397697,164897,88.73694097801292,60.6013808877658
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,624281,409855,494189,258352,235837,14289,7578,6711,512802,322458,939432,166833,1433067,118673,1542,216997,241,1935,389059,108694,90.58446021409303,58.271294399253506
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,2554793,1746172,1003302,524831,478471,527966,276638,251328,1714947,749946,4161285,131523,5819980,687452,12708,18782,1020,81079,754841,977838,91.03833436115309,64.90868491610095
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,210415,98238,99134,52776,46358,42429,22497,19932,182565,106338,381016,43872,497045,168129,874,1723,98,1521,159117,30830,85.20989306291263,46.07318198170226
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,543923,285659,357196,185342,171854,178719,93290,85429,494906,401738,932086,158013,1732852,78990,730,231,144,14640,419216,48202,95.24488754412076,45.36383173021715
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,466815,272977,243582,125965,117617,182229,94185,88044,402825,283125,725179,209772,1299751,96164,842,819,46,12488,298624,63763,94.60009956656825,52.42554011716859
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,815834,554526,360709,185879,174830,41629,21380,20249,541392,353257,1242396,68878,1905682,228178,1004,275,56,548,500452,150357,95.0043617277552,64.12405915645202
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,1265753,765779,608024,315199,292825,118924,61969,56955,965103,524638,2197424,242017,3224399,411558,6035,4123,514,36697,584215,307442,91.64776436540245,55.09739867893083
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,531904,273945,354465,189249,165216,324960,176200,148760,371058,257668,829522,115367,1370977,81553,602,297,70,3424,305047,59308,86.08670574078116,55.26145072717398
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,765396,532949,405408,211161,194247,183816,96428,87388,534650,214161,1202203,134992,1661307,243993,5665,11058,280,25742,203454,311735,91.05841292411286,66.5471903328218
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,1102750,655874,699911,360451,339460,10418,5475,4943,857031,568851,1881861,263401,2833443,454487,1912,366,163,12940,675712,166489,94.99465019969641,53.16688751211929
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,667381,418312,398096,203328,194768,144578,74369,70209,523077,319250,1195246,237280,1870543,143476,1345,1540,141,18974,512909,139808,98.70580112383,53.28363695435697
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,383334,235805,148168,74738,73430,160809,81173,79636,319534,231297,605766,106587,1105676,33677,759,260,100,14966,304622,61054,98.95396661844465,53.53109164211908
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,486184,255564,278789,146333,132456,285848,152745,133103,343802,234266,757483,88804,1165505,155681,945,812,177,9991,282057,71264,89.70059557036551,55.53872521528568
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,995275,656842,418806,216523,202283,75349,39098,36251,657854,348650,1670829,87889,2342076,327583,1122,356,177,4050,527560,178274,94.71654339304287,61.7075649536311
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,309900,166906,201863,104899,96964,292470,148966,143504,272196,147633,616517,97823,996562,30479,1284,572,114,6829,238535,69639,93.98836832755867,46.008379440843115
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,478329,271330,287903,148110,139793,178207,92677,85530,371848,277313,772165,113426,1243527,153146,754,378,122,22458,298911,81755,95.20062186184998,52.743635168849366
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,973444,609185,188525,97094,91431,1525289,773213,752076,835839,529944,1702637,302968,2869976,104307,7406,4278,209,78647,665449,182769,95.83980352322982,51.57797824287418
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,748382,604616,281422,148019,133403,0,0,0,486951,92741,1129654,3094,1410852,178807,15792,53027,2643,46927,1086,461132,88.35768595041323,79.15296259505097
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,269582,211022,176230,88076,88154,10722,5274,5448,212547,147304,395043,166837,708397,7942,37403,104,88,65,223955,30322,101.46462665097424,63.66509735141622
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,1968079,1808197,779667,389001,390666,10061,5207,4854,1369302,447995,2829435,13674,3751322,439270,358662,2851,2804,51708,0,1314125,98.93160673401134,81.267350903818
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,1394790,1241117,535911,266960,268951,28342,14245,14097,1083125,484825,1890095,230026,3044145,211035,190314,1112,435,3284,284795,884957,99.9682529952923,76.22535276435094
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,1000322,814959,763944,383943,380001,15702,7943,7759,749633,420247,1436034,539412,2391675,123749,83334,401,236,1280,497429,260780,98.66737516362392,69.66005017817164
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,527599,390110,245392,124706,120686,63044,32130,30914,446057,305113,755673,267345,1452956,38304,14089,164,39,37,396819,91107,94.60637502373102,60.902761601573616
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,816180,665654,452376,225573,226803,8064,4095,3969,665469,439686,1054620,467959,1879494,105012,169945,313,256,71,443818,269724,99.80563177536547,68.61057286059891
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,828300,664362,369483,184408,185075,21880,11024,10856,732083,463690,1055971,370212,2115455,76098,55899,435,148,639,411286,432398,99.29266073559036,66.28915187516876
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,1611461,1401921,948081,474264,473817,41210,20605,20605,1181308,492506,2324438,272514,3537399,173785,256762,1620,990,4962,438799,774705,98.6257040633734,75.36748559120335
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,780541,768197,74249,36817,37432,7282,3554,3728,524629,154991,1190754,72867,909872,78590,876299,160,438,156,104253,493788,101.90900798298689,82.8036531731087
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,401726,325318,221385,108809,112576,575,297,278,329034,214264,521195,200837,993666,53292,16483,115,29,7,212241,152420,101.53828968692729,68.29955669036809
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,1223810,1049620,408976,205098,203878,11096,5622,5474,902704,451928,1683620,372828,2760502,168881,97711,520,199,1532,417718,592723,99.03712802371477,74.82690705050142
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,640916,572092,509767,252332,257435,3756,1847,1909,461174,210820,944456,345057,1435072,128617,47579,184,450,963,399016,118724,102.53042435602353,75.0414797859507
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,653312,522819,345392,173973,171419,57059,29383,27676,531463,366782,828356,253726,1673652,32483,16909,183,108,84,370357,257127,98.62426375851278,68.11828557958671
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,208011,167812,175289,87444,87845,2584,1292,1292,162639,137087,265497,118278,521658,32702,10301,83,39,38,155413,33179,100.32216106635667,66.49110174214425
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,608776,501769,284804,141428,143376,1283,647,636,471099,290594,856652,305149,1428784,114194,72850,119,81,32,399712,104229,101.49018660637361,68.62226533897284
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,536487,442459,249008,125015,123993,1105,559,546,392751,210226,750468,153874,1047411,208038,91139,154,86,29,290478,126761,98.26106190801251,72.32994321897085
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,1285107,1000455,580512,294062,286450,119369,60489,58880,1083797,610363,1787896,454210,3326357,95487,53841,412,174,992,572813,597539,95.44862371468777,65.63828956225862
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,526304,433440,227746,113599,114147,790,394,396,391305,228866,718930,199563,1186078,74310,75481,150,80,109,309224,143193,100.26275961906586,71.67077016595462
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,944264,846734,455062,225859,229203,3561,1739,1822,680483,293596,1431811,415361,2075870,190814,133971,231,795,1256,479070,274302,103.47238197047402,74.44222304427883
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,479403,390677,258200,129900,128300,1835,954,881,368900,222742,654257,315161,1148990,56751,37574,152,79,28,189328,221295,99.12623485055532,69.83551636208072
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,1495711,1296010,821646,410526,411120,47243,23692,23551,1103563,434491,2190050,270586,3325823,143093,233633,1422,951,3693,387237,732196,98.7196585187483,74.88313094269903
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,503085,443386,430927,214717,216210,3034,1466,1568,369853,170315,724109,295188,1132785,96092,33192,258,151,279,321331,86848,101.7378525051341,74.86262899665184
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,909803,717010,565329,282615,282714,90954,45956,44998,738995,499182,1226698,525063,2294369,91636,66987,232,157,7898,563102,147061,99.44145469374676,65.9998174349612
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,1504355,1269573,860212,424668,435544,72955,36663,36292,1123874,565456,2247001,391955,3397857,414760,111390,676,438,3514,653499,486801,100.66040063455554,70.46988680575896
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,760375,638413,399831,198704,201127,2294,1182,1112,579111,371047,992130,208702,1822626,47838,67405,245,87,98,363782,370942,100.70992416108562,72.01753807880192
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,151643,124574,61688,31461,30227,210608,106759,103849,105657,50174,222399,42201,307120,8256,22940,175,39120,85,89457,14071,94.41874331770704,73.0288448827433
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,275646,244756,114968,58375,56593,179426,91116,88310,186034,62633,445280,43977,507967,105737,44062,151,34717,307,150437,42184,96.66354928300176,74.99160598720074
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,351082,295728,140168,72012,68156,344835,173174,171661,253229,113616,509156,111332,736015,49258,39258,245,49420,106,219171,44906,95.73516793879485,73.83667370242728
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,722998,638356,338094,172522,165572,431944,217278,214666,500406,197772,1027561,156108,1512801,152791,53622,499,2128,362,289621,217016,96.2342568123826,78.88527755355823
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,1614594,1065916,991325,531641,459684,7255,3827,3428,1119701,270143,3028953,234455,3922718,411313,10076,12057,4049,21508,496971,406852,86.8450239814491,60.66153299189803
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,1283380,809187,755254,402483,352771,629,340,289,929337,245024,2499528,267197,2904140,729283,7635,5875,2582,2805,582117,275942,88.21191231949246,56.957817723943215
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,2199340,1466387,1309851,687076,622775,7955,4270,3685,1426110,685797,3842484,541146,5102041,796756,13782,4377,4391,2247,983266,265304,90.1263711333425,61.56342437035123
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,846676,640263,591125,298240,292885,746,406,340,547406,239992,1610490,301120,1985654,401678,2536,869,1817,235,501559,65031,97.77863923920125,62.010360784156724
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,546198,384638,391622,211413,180209,150,91,59,364543,77480,937522,151727,1273546,101963,1004,371,332,228,255836,58438,86.4149235176477,67.47413096346983
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,1559414,1212503,1171378,579586,591792,9327,4690,4637,941890,430142,3241881,452055,3878626,718692,3810,719,5652,183,891024,80434,101.92144083774033,60.077357332051996
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,489858,308112,149060,79920,69140,14,10,4,342604,74091,886353,74500,917474,364583,1840,483,161,16139,246055,69991,86.13110117559673,61.23872643218055
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,878285,520083,509307,270226,239081,11159,5606,5553,895576,256584,2335571,482897,2291892,1169330,6400,8212,2793,1177,698520,61742,89.15132405292306,40.09391779354543
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,1160960,802630,494698,257624,237074,110114,56817,53297,723060,296423,2220291,384432,3004240,213440,4463,892,1595,233,564927,64454,93.66191205462125,60.608857284489595
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,544943,323414,277212,145928,131284,24887,12657,12230,534332,225921,1388412,328768,1333242,805975,3228,900,1866,198,410070,35768,92.75361278741497,40.413791819571685
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,630626,372311,387855,208184,179671,163,82,81,485314,216375,1097721,273458,1637549,157612,1367,231,168,916,378056,67569,86.29824118209791,55.73699156945888
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,1010518,681940,864559,453168,411391,610,333,277,871241,321609,2067849,421973,2505444,737106,4857,2090,1553,3016,635840,79068,91.01110497324953,51.90476029832867
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,1342697,849062,557150,295964,261186,3227,1664,1563,1153006,248965,3046388,326376,2830768,1536534,14822,28187,4371,931,631613,362798,88.67646591012718,49.271180675840235
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,819719,574064,513959,262534,251425,3620,1876,1744,558642,225046,1680776,282260,2082976,364510,3493,900,9753,107,513960,31065,96.32908246180908,56.55521849781535
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,1241471,893922,787444,413872,373572,3058,1588,1470,921497,166539,2594677,311489,2032081,1585210,6184,50624,1736,2134,683875,224648,91.68666703101943,57.984236078130444
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,1253314,778342,725600,384743,340857,198,118,80,897815,275445,2325911,241137,2707195,777407,4088,2765,669,1572,658449,221628,89.6302418087424,58.0610664640282
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,699454,475152,446786,235161,211625,41725,21571,20154,462971,189572,1300213,248674,1727869,215081,2153,1389,340,100,344937,50822,91.84069240253265,60.15119144429719
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,330339,200733,266655,141379,125276,366,196,170,254977,139220,597533,150695,955372,34559,693,63,101,285,207237,23558,87.92695382598001,53.55005898782935
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,1079288,795951,468663,235694,232969,109894,54216,55678,639073,237173,2224700,291016,2730957,358539,3626,818,1182,209,597778,67928,101.6959405139466,60.47312658782191
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,647042,408160,281011,150631,130380,140,87,53,440244,105740,1228496,131779,1611126,146346,2464,708,2887,5671,334246,67752,87.31203930166498,59.4654208556873
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,623583,438420,388283,208731,179552,169,89,80,413713,92359,1075738,158026,1457892,113961,1362,1045,1733,3917,265643,85483,87.00700828509818,67.13846795759288
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,838339,612562,555047,281284,273763,931,469,462,597888,233321,1639787,272734,2094271,365806,3225,1912,737,358,510378,79288,96.1687101271169,58.71725409510983
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,654827,437850,312712,168009,144703,230,124,106,494545,97722,1292937,135679,1596278,276846,3137,3160,3161,487,316647,94843,87.35132771505803,57.96067693469779
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,911003,601163,651480,342892,308588,340,189,151,713736,350193,1568804,425366,2274674,350700,2201,402,172,199,558807,77733,90.12718798430298,57.437119525603244
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,912314,609492,473890,253288,220602,2565,1346,1219,621840,139681,1736635,150221,2140745,314812,3370,1804,3395,19077,349747,185621,87.54277254689401,60.91717250644075
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,666065,456882,216105,115438,100667,2215,1189,1026,443384,125725,1079006,48845,1394025,215500,7366,9261,895,4518,170835,338935,85.13694459983779,68.13523328165813
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,1811397,1311867,773463,412750,360713,3968,2104,1864,1231615,288923,3161107,123680,3414427,1186776,19026,23001,3487,16412,355407,836316,88.10595644386086,66.71296093573946
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,1293553,903996,726641,375015,351626,28712,14664,14048,808700,395902,2415666,435934,3233790,368153,4181,810,3145,213,700173,61467,95.15480506178996,60.70127957377741
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,1034181,645813,531973,276656,255317,870,476,394,855848,314704,2263367,431532,2739076,678615,4735,1893,649,338,673578,52794,92.1454094964821,48.92351858037421
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,1593890,1106438,936061,481123,454938,18172,9261,8911,1016876,334753,3089266,454931,4009037,403847,9662,2123,2848,460,761958,189170,94.96618852503998,60.805941144746726
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,1374587,847014,1274505,685223,589282,349,186,163,1091952,226994,2773899,406830,3508131,556219,5822,5688,6671,446,786613,121064,86.76492464778899,54.28011566526463
